age,gender,address,family_size,parent_status,mother_education,father_education,mother_job,father_job,study_time,past_failures,extra_support,family_support,paid_classes,activities,nursery,higher_ed_aspiration,internet_access,romantic,travel_time,free_time,go_out,dalc,walc,health,absences,G1,G2,login_frequency,assignment_submission_rate,attendance_rate,engagement_score,forum_posts,resource_access,G3,grade_label,pass_fail
15,F,Rural,LE3,Together,3,3,services,other,2,0,0,1,0,0,1,1,1,1,1,2,3,2,1,4,3.0,17.0,17.0,22.0,0.8424888868275184,0.8369749880638027,9.8291845422514,14.0,39.0,20.0,A,1
18,M,Urban,LE3,Apart,3,2,other,other,3,0,0,1,0,1,1,1,0,0,2,3,3,2,2,2,4.0,19.0,18.0,21.0,0.9631872189518342,0.9190744072409112,9.933255302351503,18.0,46.0,20.0,A,1
20,M,Urban,LE3,Together,2,2,services,other,2,0,0,1,1,1,1,1,1,0,1,4,2,1,4,1,20.0,13.0,11.0,12.0,0.47411091360587737,0.5777971888356566,7.932912383885808,10.0,26.0,14.0,B,1
20,M,Urban,LE3,Together,3,3,other,other,2,1,0,1,0,0,1,1,1,0,1,4,5,5,1,5,0.0,15.0,15.0,21.0,0.8250080081919113,0.7637245171548144,6.328592038789944,16.0,28.0,16.0,A,1
18,F,Urban,GT3,Together,3,1,at_home,services,2,0,1,1,1,1,1,1,1,0,1,3,4,1,4,1,1.0,17.0,16.0,19.0,0.8255477822031861,0.6674055308301254,7.4558565202281555,11.0,28.0,19.0,A,1
21,M,Urban,LE3,Together,2,3,other,other,2,2,0,1,0,0,1,1,0,1,4,1,5,2,4,3,6.0,9.0,8.0,15.0,0.4947679766338309,0.5152316002386028,3.959721546603959,12.0,20.0,9.0,F,0
19,M,Urban,LE3,Together,4,2,health,other,1,1,0,1,1,0,1,1,1,1,1,5,1,5,4,2,1.0,9.0,11.0,12.0,0.4416194941943698,0.6319636508452635,5.769271654448897,13.0,31.0,10.0,D,1
15,M,Urban,GT3,Together,2,0,health,services,2,0,1,0,1,1,1,1,1,1,1,2,3,3,3,4,0.0,15.0,16.0,17.0,0.702744956538485,0.6576667564857428,6.166939293360492,14.0,30.0,19.0,A,1
21,M,Rural,LE3,Together,2,2,services,other,2,1,1,0,0,1,1,1,1,0,2,5,5,3,2,2,5.0,13.0,12.0,17.0,0.5068946883674896,0.7768791237820205,7.79365642245693,15.0,41.0,15.0,B,1
19,M,Urban,GT3,Apart,4,4,teacher,services,2,1,0,1,0,0,1,1,1,0,1,5,4,1,3,1,6.0,13.0,12.0,16.0,0.6886930409233337,0.6314078058065388,6.072096620231324,11.0,25.0,17.0,A,1
20,M,Urban,GT3,Apart,4,3,other,other,4,0,1,1,0,0,1,1,1,0,1,2,4,2,4,2,0.0,20.0,19.0,21.0,0.928756429754668,0.9350925596970513,9.35199394667307,17.0,46.0,20.0,A,1
19,M,Urban,GT3,Together,3,4,services,health,2,0,1,1,1,0,1,1,1,1,1,3,3,1,3,1,8.0,16.0,16.0,21.0,0.6270354687118632,0.7609683494257897,9.163336033412959,10.0,37.0,19.0,A,1
19,M,Urban,GT3,Apart,4,3,at_home,other,3,0,0,1,0,1,1,1,1,0,4,4,2,1,4,1,1.0,20.0,20.0,22.0,0.7884158439996476,0.9696774505658612,7.4987454551616075,14.0,35.0,20.0,A,1
15,M,Rural,LE3,Together,3,4,teacher,at_home,2,0,0,1,1,1,0,1,0,0,2,2,4,1,5,3,0.0,17.0,15.0,15.0,0.8753891403988953,0.7952909724239605,7.910457562916388,14.0,38.0,20.0,A,1
19,M,Rural,LE3,Together,3,4,health,other,1,1,1,1,0,1,0,1,0,0,2,4,3,3,3,5,2.0,11.0,14.0,17.0,0.6025897010024931,0.5430217357887565,7.979065960159579,15.0,43.0,14.0,B,1
21,M,Rural,GT3,Apart,4,1,other,teacher,2,0,1,1,1,1,0,1,1,1,3,3,3,5,5,2,3.0,20.0,20.0,19.0,0.8928910174449196,1.0,10.0,20.0,54.0,20.0,A,1
17,F,Urban,GT3,Together,4,4,services,other,4,0,1,1,1,0,1,0,1,0,2,5,2,3,2,4,9.0,20.0,15.0,20.0,0.948018855639843,0.8667681934662463,6.065333130289716,15.0,34.0,20.0,A,1
19,M,Urban,GT3,Together,2,0,health,at_home,2,0,0,1,0,0,1,1,1,0,1,5,1,3,5,3,3.0,15.0,15.0,15.0,0.5974583338986342,0.7291217046554597,7.90710111910858,16.0,36.0,18.0,A,1
15,M,Urban,LE3,Together,3,3,health,other,4,0,1,0,0,1,0,1,0,1,2,5,4,2,5,5,6.0,20.0,20.0,20.0,0.9194955764218788,0.952981458767091,8.176094051363963,18.0,34.0,20.0,A,1
17,M,Urban,GT3,Together,3,4,health,services,2,1,0,1,1,0,1,1,1,0,2,2,5,1,1,3,1.0,13.0,14.0,20.0,0.7434052342638601,0.6170187872392152,5.477615483015848,14.0,32.0,16.0,A,1
18,M,Urban,GT3,Apart,0,2,other,health,3,1,1,1,0,0,1,0,1,1,1,4,1,3,3,1,3.0,11.0,11.0,11.0,0.49680388518873103,0.6881882665311505,4.088647540761597,7.0,25.0,13.0,C,1
22,M,Urban,LE3,Together,4,3,health,at_home,3,1,1,1,1,1,1,1,1,0,3,4,3,1,2,3,4.0,15.0,15.0,20.0,0.6330858807061538,0.710867622558877,7.426903172847726,13.0,46.0,17.0,A,1
16,M,Urban,LE3,Together,3,2,services,other,4,0,0,0,1,1,0,0,1,1,1,3,4,2,4,1,6.0,15.0,16.0,19.0,0.8563867580997999,0.8452602044119694,6.320439121678017,13.0,39.0,20.0,A,1
17,F,Urban,GT3,Together,3,1,other,services,1,0,0,1,0,0,1,1,0,1,1,1,1,4,1,2,7.0,8.0,10.0,10.0,0.34979208145840857,0.47471595569413344,6.0397184376870925,12.0,18.0,12.0,C,1
18,M,Urban,LE3,Together,3,0,at_home,other,4,1,1,0,0,0,1,1,1,0,1,2,2,1,2,3,1.0,17.0,15.0,22.0,0.6150744765550407,0.8570839906836292,6.204984112709653,14.0,49.0,18.0,A,1
22,M,Rural,GT3,Together,3,1,other,teacher,2,0,1,0,0,1,1,1,0,1,1,3,5,1,2,5,1.0,11.0,10.0,11.0,0.5113343169832134,0.7132575300826834,3.1529575908570098,13.0,33.0,14.0,B,1
21,M,Rural,GT3,Apart,2,1,health,other,3,1,0,1,0,0,0,1,1,0,4,5,4,1,2,4,17.0,17.0,20.0,21.0,0.9269368383892364,0.9954962326933516,9.38613891680263,19.0,31.0,20.0,A,1
15,M,Urban,GT3,Apart,4,3,other,services,2,0,1,1,1,0,0,1,1,0,2,5,5,3,5,2,8.0,17.0,17.0,22.0,0.7542470600329924,0.8855129961479025,5.906635899790087,15.0,45.0,17.0,A,1
16,M,Rural,GT3,Apart,3,3,services,at_home,2,0,0,0,1,1,1,1,0,0,1,5,5,1,2,4,6.0,14.0,17.0,20.0,0.6371980795988841,0.8149539664427371,5.912516800508888,16.0,37.0,18.0,A,1
21,F,Urban,GT3,Together,3,3,services,services,2,0,0,1,0,1,1,1,1,0,2,5,4,2,2,2,1.0,13.0,19.0,17.0,0.7071032626308813,0.775982590402771,5.976771033951017,14.0,34.0,18.0,A,1
15,F,Rural,LE3,Apart,3,3,other,health,3,0,0,1,1,0,0,1,1,0,3,1,2,1,4,1,0.0,18.0,17.0,22.0,0.7684111546940661,0.7004702863847604,6.96120507982483,16.0,31.0,20.0,A,1
21,M,Rural,LE3,Together,2,0,other,services,2,0,1,1,0,0,1,1,1,0,1,5,5,3,1,4,2.0,15.0,13.0,20.0,0.7444588233801532,0.7229561702225107,6.626709605777587,12.0,28.0,18.0,A,1
17,M,Urban,GT3,Together,1,2,other,services,2,1,0,1,1,0,0,1,1,1,2,3,3,4,2,5,2.0,12.0,12.0,15.0,0.724062528367548,0.6589759062892437,7.662261014985581,15.0,22.0,14.0,B,1
22,M,Rural,GT3,Together,3,4,other,at_home,2,0,1,1,1,0,1,1,1,1,2,1,3,1,2,4,2.0,14.0,16.0,19.0,0.6374378725781121,0.6069201582645001,7.751099862381208,16.0,43.0,17.0,A,1
17,M,Rural,LE3,Together,2,4,teacher,other,3,0,0,1,0,1,1,0,1,0,1,1,3,3,5,3,0.0,20.0,20.0,21.0,0.9479888631257818,0.957187865809757,6.729991483792616,18.0,37.0,20.0,A,1
18,F,Rural,LE3,Apart,3,3,other,at_home,2,1,1,1,1,1,0,1,1,0,2,2,3,1,4,3,2.0,12.0,16.0,15.0,0.7354859383077126,0.5996827314288846,5.118380250107432,11.0,33.0,19.0,A,1
20,M,Rural,LE3,Together,4,1,other,other,3,0,1,1,1,0,0,1,1,0,2,2,3,1,3,2,4.0,14.0,14.0,16.0,0.7584316444099544,0.7339835767958418,8.435313246248413,12.0,45.0,17.0,A,1
16,M,Urban,LE3,Apart,2,4,services,at_home,2,0,0,0,0,1,1,1,0,0,3,1,4,2,2,5,2.0,15.0,16.0,16.0,0.7438412229939151,0.7455399694330546,5.8992772907517725,16.0,48.0,18.0,A,1
19,F,Urban,LE3,Together,3,4,health,health,3,3,0,0,0,0,1,1,1,1,3,2,1,1,2,3,2.0,11.0,10.0,15.0,0.3726444744080371,0.7037662786959615,4.243415560931033,14.0,36.0,8.0,F,0
19,M,Rural,GT3,Together,3,3,teacher,services,3,1,0,1,1,1,0,1,0,1,4,3,3,5,3,5,12.0,12.0,8.0,10.0,0.5795535675095423,0.49467333214227793,3.0178506048679576,14.0,35.0,9.0,F,0
21,M,Urban,LE3,Together,2,2,other,at_home,3,0,0,0,0,1,1,1,1,0,1,2,3,3,2,1,2.0,15.0,15.0,14.0,0.7393041521757423,0.6388621087470541,8.370378645276912,15.0,46.0,19.0,A,1
22,F,Urban,GT3,Together,4,1,health,services,3,1,1,1,0,0,0,1,1,0,3,4,3,4,1,2,3.0,13.0,11.0,14.0,0.6340318096764871,0.6553513341406797,7.292259126348271,13.0,38.0,14.0,B,1
20,M,Urban,GT3,Together,3,3,health,other,2,0,1,0,0,0,1,0,0,0,2,4,4,1,1,2,0.0,17.0,18.0,16.0,0.7109545027337014,0.8068228795699965,6.988070746090381,11.0,38.0,20.0,A,1
18,M,Urban,LE3,Together,2,4,other,other,2,0,0,1,1,1,1,1,1,0,1,2,2,3,4,1,2.0,18.0,15.0,19.0,0.611759901271402,0.684639267629936,4.986574246484547,16.0,26.0,18.0,A,1
18,M,Urban,GT3,Apart,2,3,other,other,3,0,1,1,0,0,1,1,1,0,4,1,5,2,3,5,2.0,17.0,16.0,19.0,0.6437734063917478,0.82036365457043,8.877876689564921,13.0,30.0,18.0,A,1
18,F,Rural,GT3,Together,4,2,health,at_home,1,0,0,1,0,0,1,1,1,0,3,2,1,1,1,1,0.0,11.0,12.0,11.0,0.47817178239150526,0.7454952075602894,3.9468260614893906,14.0,28.0,16.0,A,1
21,M,Urban,GT3,Together,2,3,other,services,2,0,0,1,0,0,1,1,1,0,3,4,4,3,5,3,10.0,13.0,14.0,14.0,0.5332633276550024,0.7608261516128052,6.352339678191859,8.0,27.0,18.0,A,1
17,M,Rural,LE3,Together,3,4,at_home,other,3,0,0,1,0,0,0,1,1,0,1,2,1,3,2,2,2.0,19.0,19.0,17.0,0.7505879203179794,0.7803671088048392,9.900738084936094,19.0,37.0,20.0,A,1
16,M,Rural,LE3,Together,2,3,other,health,2,1,0,1,1,0,1,1,0,1,1,3,4,4,3,1,1.0,9.0,13.0,15.0,0.40904208777358064,0.529021846101357,4.5214105786566305,10.0,18.0,11.0,D,1
17,M,Urban,LE3,Together,2,4,teacher,health,2,0,1,0,0,0,0,1,1,1,4,5,1,4,1,5,7.0,17.0,20.0,19.0,0.7417640375408102,0.8685183697521031,7.448343485764124,12.0,42.0,20.0,A,1
15,F,Urban,GT3,Together,4,2,teacher,services,4,0,0,1,1,0,1,1,1,0,4,4,2,1,5,2,5.0,18.0,17.0,21.0,0.9617598294112659,0.8720051419425682,8.554281281296497,15.0,35.0,20.0,A,1
15,M,Urban,GT3,Together,2,2,other,health,2,1,1,1,0,0,1,1,1,0,1,4,2,4,1,2,0.0,13.0,16.0,18.0,0.6864834282057832,0.8649486295656308,7.715813770008477,14.0,28.0,18.0,A,1
15,F,Rural,GT3,Together,0,3,health,other,1,3,0,0,1,1,0,1,1,1,1,1,1,4,5,1,9.0,5.0,8.0,9.0,0.348048001174038,0.3426959373938523,4.263531884493432,10.0,25.0,3.0,F,0
21,F,Rural,GT3,Together,3,3,at_home,teacher,1,0,1,0,0,1,1,1,1,0,2,4,2,2,3,4,1.0,17.0,17.0,15.0,0.8471705279823798,0.816403477480433,7.268763047916312,16.0,32.0,20.0,A,1
20,F,Urban,GT3,Together,4,4,teacher,health,2,2,0,1,1,1,1,1,1,1,1,2,4,1,1,5,1.0,9.0,9.0,11.0,0.47931115954820824,0.6887123048175581,4.7975460294825885,10.0,25.0,12.0,C,1
20,M,Urban,GT3,Together,3,3,other,other,3,1,0,0,0,1,1,1,0,0,2,3,1,1,1,2,11.0,14.0,14.0,15.0,0.5003242869687589,0.5882690360502308,6.630163525969595,9.0,27.0,14.0,B,1
18,F,Urban,LE3,Together,2,2,other,other,3,0,0,1,1,1,1,1,1,1,4,4,4,1,4,5,0.0,18.0,17.0,18.0,0.8040863989025766,0.9605205949930169,6.983225087604744,17.0,43.0,20.0,A,1
20,F,Urban,GT3,Together,4,2,other,at_home,2,0,0,0,0,0,1,1,1,0,1,5,3,1,1,3,1.0,17.0,16.0,22.0,0.6839233008493861,0.774903380882752,6.232072255993218,18.0,46.0,17.0,A,1
16,M,Rural,GT3,Together,3,3,other,at_home,2,0,0,1,0,0,0,1,1,1,3,4,5,4,1,3,5.0,19.0,20.0,19.0,0.8824143648084978,0.9489668981337712,7.430256915600221,18.0,31.0,20.0,A,1
22,F,Rural,LE3,Apart,4,2,other,other,2,0,0,1,1,0,1,0,1,0,2,2,4,5,3,5,0.0,15.0,16.0,16.0,0.6031263046890968,0.7313314462785785,7.038836413646834,10.0,44.0,18.0,A,1
19,F,Urban,GT3,Together,4,3,services,teacher,1,0,1,1,0,0,1,1,1,1,1,3,3,4,1,5,1.0,14.0,13.0,19.0,0.6413924500002037,0.7910632338875947,5.960704374606506,14.0,42.0,17.0,A,1
22,M,Rural,GT3,Together,4,2,services,at_home,3,0,0,1,0,1,0,1,0,0,2,2,5,1,2,4,2.0,17.0,16.0,22.0,0.645274070721764,0.9088053668560131,7.877690060206593,12.0,49.0,20.0,A,1
16,F,Urban,LE3,Together,3,2,other,health,2,1,1,0,1,0,1,1,1,0,2,3,1,2,3,2,1.0,9.0,8.0,11.0,0.40208539351186146,0.42624955522531316,5.7057059980418465,13.0,33.0,9.0,F,0
18,M,Rural,GT3,Together,3,3,other,at_home,1,0,1,1,1,1,1,1,1,1,3,4,3,2,1,3,4.0,15.0,15.0,18.0,0.7655076604013248,0.8116727072828556,9.480718567306075,10.0,36.0,19.0,A,1
20,F,Urban,LE3,Together,4,1,other,other,3,0,0,1,1,0,1,0,1,0,2,5,2,2,2,5,1.0,17.0,19.0,17.0,0.7096784657663341,0.6912218586701299,8.475847335258436,12.0,29.0,20.0,A,1
18,F,Urban,LE3,Apart,4,3,other,other,3,1,1,1,1,0,0,1,1,0,4,2,3,2,1,2,4.0,17.0,16.0,21.0,0.7234980813912345,0.7193080426930569,8.623165896257973,11.0,27.0,16.0,A,1
18,M,Rural,LE3,Apart,4,3,health,other,2,3,0,0,0,0,1,1,1,0,1,2,3,4,5,3,8.0,13.0,15.0,17.0,0.5155985038462008,0.720702753072759,4.690158948300768,14.0,26.0,11.0,D,1
16,F,Urban,GT3,Together,3,3,other,other,3,1,1,0,0,0,1,1,1,1,4,5,3,3,1,4,4.0,13.0,14.0,16.0,0.7130067863328942,0.7197115130148487,7.852244054071331,13.0,31.0,16.0,A,1
18,M,Urban,GT3,Together,2,3,other,other,2,0,1,1,1,0,0,0,1,1,2,1,2,3,3,5,15.0,17.0,18.0,18.0,0.8011301155546667,0.7783299351246862,7.7945174244260915,16.0,50.0,20.0,A,1
16,F,Rural,LE3,Together,3,4,other,other,1,0,1,1,0,1,1,1,1,0,1,2,4,1,3,3,0.0,14.0,16.0,17.0,0.8098266513131209,0.6686314554768717,8.83279044112534,12.0,27.0,19.0,A,1
17,F,Urban,LE3,Together,3,4,other,other,2,0,0,0,0,0,0,1,1,1,1,5,1,1,4,5,2.0,14.0,16.0,19.0,0.712276407669886,0.638995047841426,9.354543797879703,16.0,36.0,18.0,A,1
20,M,Urban,LE3,Together,3,2,at_home,at_home,3,0,1,1,0,1,1,1,1,1,1,5,1,2,2,5,5.0,17.0,15.0,15.0,0.907974815521899,0.6919138000308287,5.951828048284416,13.0,49.0,18.0,A,1
20,M,Urban,LE3,Apart,4,2,other,services,4,0,0,0,0,1,1,1,0,1,2,5,1,2,1,3,1.0,17.0,15.0,18.0,0.644396157358998,0.6590681209962121,9.443375559581899,11.0,24.0,20.0,A,1
19,M,Urban,GT3,Together,3,3,teacher,at_home,2,2,0,1,0,0,0,1,1,0,4,5,3,4,2,2,1.0,11.0,11.0,10.0,0.6447372687907915,0.535849816045574,6.658204384617405,13.0,18.0,10.0,D,1
17,M,Urban,GT3,Together,0,3,other,services,2,1,0,0,0,1,1,1,0,0,3,2,3,1,3,1,0.0,13.0,14.0,18.0,0.6238143290958227,0.785133797597147,7.745568259651792,12.0,27.0,17.0,A,1
22,M,Urban,GT3,Together,3,3,teacher,at_home,3,0,0,0,1,0,1,1,1,0,1,1,5,1,3,1,2.0,20.0,20.0,20.0,0.8315875811648847,0.8362566828872056,8.361805332569878,17.0,36.0,20.0,A,1
15,M,Rural,GT3,Together,3,3,services,health,2,0,1,0,1,0,1,1,1,0,1,5,2,4,1,1,5.0,16.0,16.0,22.0,0.8160352638101593,0.8923066832152147,6.573967910209223,13.0,36.0,19.0,A,1
17,M,Urban,GT3,Together,4,4,teacher,at_home,1,0,1,0,1,0,0,1,1,0,2,3,3,2,3,1,1.0,17.0,20.0,20.0,0.9819449632368762,0.7748187350120448,9.550170134908232,17.0,38.0,20.0,A,1
15,M,Urban,LE3,Apart,3,2,at_home,services,2,0,0,1,0,1,1,1,1,1,3,2,5,2,1,2,3.0,13.0,12.0,15.0,0.7019519007063979,0.6538391674414267,3.8598589662675997,8.0,33.0,15.0,B,1
17,F,Rural,LE3,Together,3,3,health,services,4,1,1,0,0,1,0,1,1,0,3,3,4,4,2,5,9.0,20.0,19.0,20.0,0.7980429619993756,0.7840209701662166,8.552978641020555,16.0,33.0,20.0,A,1
22,F,Urban,GT3,Apart,3,2,other,at_home,3,0,1,1,1,1,1,1,0,0,1,5,5,3,3,2,5.0,16.0,16.0,19.0,0.7384620777169325,0.6251284045865511,5.16914887189605,13.0,41.0,20.0,A,1
17,F,Rural,GT3,Apart,3,3,at_home,health,4,1,1,1,0,1,1,1,1,0,1,3,3,3,1,2,10.0,17.0,16.0,18.0,0.6534989930092434,0.823912070962162,6.22317416375789,16.0,30.0,20.0,A,1
22,M,Urban,GT3,Together,1,3,other,other,1,0,1,1,0,0,0,0,1,0,1,4,1,1,5,2,0.0,11.0,13.0,14.0,0.6370835837159785,0.5913297417331698,7.2259955900293855,9.0,29.0,15.0,B,1
18,F,Rural,GT3,Together,4,3,services,at_home,2,0,0,1,1,1,0,1,0,1,2,3,3,2,3,3,8.0,20.0,15.0,17.0,0.7534054851863774,0.7722725248879387,9.023693059819418,12.0,27.0,19.0,A,1
20,F,Urban,GT3,Together,4,2,teacher,services,2,3,0,0,1,1,0,1,1,0,1,3,4,2,1,3,3.0,7.0,6.0,9.0,0.30734658040276686,0.43357563777443164,6.395216668993039,6.0,30.0,3.0,F,0
18,M,Urban,GT3,Together,3,4,other,teacher,2,0,1,0,0,0,0,1,1,1,1,5,1,2,1,3,1.0,20.0,20.0,24.0,0.7073824464703087,0.9833278851192769,9.57718617227759,16.0,46.0,20.0,A,1
17,M,Rural,GT3,Together,3,4,other,other,2,0,0,1,1,0,1,1,1,0,3,5,3,2,4,1,1.0,20.0,20.0,20.0,1.0,0.8699224752155745,9.373729880476033,14.0,35.0,20.0,A,1
21,F,Urban,LE3,Apart,1,3,at_home,other,3,0,1,1,1,0,1,1,1,0,1,3,3,1,4,2,1.0,16.0,18.0,22.0,0.6225872913870752,0.6784220260043079,9.825586486964575,16.0,41.0,20.0,A,1
22,M,Urban,LE3,Together,3,4,other,at_home,3,0,1,1,1,0,0,0,1,1,4,5,5,1,1,5,1.0,19.0,20.0,24.0,0.7977582943904706,0.8173760797757861,8.53704801365544,14.0,40.0,20.0,A,1
17,M,Urban,LE3,Apart,3,3,other,services,3,0,1,1,0,1,1,1,1,1,3,4,5,2,1,5,0.0,19.0,19.0,22.0,0.7316587849508697,0.8903387637866429,8.969408244741338,15.0,49.0,20.0,A,1
21,F,Urban,LE3,Together,4,4,other,other,2,0,0,1,1,0,1,1,0,0,1,1,4,2,3,1,3.0,14.0,16.0,14.0,0.6979445466408044,0.8855460714615695,8.840314270875659,13.0,47.0,16.0,A,1
17,M,Urban,GT3,Together,1,2,other,other,2,0,1,1,1,0,0,1,1,1,1,5,2,1,2,4,14.0,12.0,17.0,18.0,0.5757306958916545,0.6141940966047892,8.168475730914626,12.0,25.0,16.0,A,1
20,M,Urban,GT3,Together,4,2,other,services,1,0,1,1,0,1,1,1,1,0,2,4,2,4,2,1,2.0,15.0,16.0,21.0,0.8001738627412596,0.7007854790084467,8.499627744854072,15.0,36.0,17.0,A,1
21,F,Urban,GT3,Together,2,2,other,health,1,0,0,1,1,1,0,1,1,0,2,5,3,1,2,3,2.0,17.0,17.0,18.0,0.6736868155168875,0.7981779878387463,7.78377898435967,15.0,32.0,19.0,A,1
18,F,Urban,GT3,Together,3,1,services,health,2,1,0,1,1,1,1,1,1,0,2,4,1,2,2,1,1.0,12.0,14.0,14.0,0.5199098340898114,0.805893087933323,6.539224034433116,14.0,38.0,15.0,B,1
20,M,Urban,LE3,Together,3,3,teacher,teacher,2,1,0,1,0,1,1,1,0,0,3,5,4,2,1,4,3.0,15.0,17.0,17.0,0.6359098262276107,0.6525265831586449,8.043533453031891,14.0,25.0,18.0,A,1
17,F,Urban,GT3,Apart,2,2,health,other,4,0,0,1,0,1,1,1,1,1,3,3,5,3,2,5,1.0,18.0,18.0,20.0,0.734147159399669,0.9231465856933145,8.90273195198661,14.0,41.0,20.0,A,1
15,F,Urban,GT3,Together,3,3,other,other,2,0,1,0,0,0,1,1,1,0,2,1,1,1,1,1,2.0,18.0,17.0,16.0,0.8371409851046816,0.8856364030317835,7.980509205133335,12.0,48.0,20.0,A,1
15,F,Urban,LE3,Together,4,2,other,other,1,0,1,0,1,1,0,1,1,1,1,2,5,1,1,3,1.0,12.0,15.0,14.0,0.5458699336215765,0.6306813638936006,4.977334711075184,12.0,30.0,16.0,A,1
18,F,Urban,LE3,Together,3,1,services,other,1,0,0,0,0,0,1,1,1,1,1,1,1,1,5,1,5.0,14.0,14.0,18.0,0.7338976009483735,0.7871260977027117,5.442058187192279,15.0,42.0,16.0,A,1
22,M,Urban,LE3,Together,1,4,other,health,3,0,0,1,0,0,0,1,1,0,2,2,3,1,1,1,1.0,18.0,20.0,21.0,0.8155598095442815,0.8899621573393116,8.165375559512974,12.0,32.0,20.0,A,1
16,M,Urban,LE3,Together,3,3,health,other,1,1,0,1,0,1,0,1,1,0,1,3,2,1,1,4,0.0,9.0,10.0,11.0,0.40145300232574727,0.4601580671176728,3.8703243171699575,7.0,37.0,11.0,D,1
18,F,Urban,GT3,Together,2,4,health,services,2,0,0,0,1,1,0,1,1,0,3,5,3,2,4,1,4.0,11.0,15.0,19.0,0.5390155802328643,0.6082219139760381,6.0174369058127475,13.0,39.0,13.0,C,1
20,M,Urban,GT3,Together,3,3,other,services,2,0,0,1,1,1,1,1,1,0,2,4,3,2,5,1,1.0,18.0,17.0,18.0,0.7970668356708936,0.7672520906074121,5.985705105964531,15.0,36.0,20.0,A,1
16,F,Urban,GT3,Together,3,0,services,other,2,1,1,0,0,0,1,1,0,1,1,3,3,1,4,2,3.0,12.0,11.0,11.0,0.5350201093510789,0.5706588208064689,4.181162165662037,14.0,21.0,12.0,C,1
20,F,Urban,LE3,Together,0,3,health,teacher,2,1,1,1,1,1,1,1,1,1,3,3,1,2,1,2,1.0,15.0,17.0,16.0,0.7398031692311154,0.8439096143532219,9.01607586506074,10.0,37.0,19.0,A,1
17,M,Urban,GT3,Together,3,3,at_home,other,2,0,1,0,0,0,1,1,1,0,2,3,4,1,3,5,3.0,15.0,13.0,15.0,0.7744028562027199,0.753088451149992,6.911249976307451,15.0,38.0,20.0,A,1
21,F,Rural,GT3,Together,4,0,services,other,1,0,1,1,0,0,1,1,1,0,1,3,5,4,3,2,0.0,15.0,16.0,18.0,0.558540981985765,0.8497065468190291,8.552174436362757,15.0,26.0,16.0,A,1
19,M,Urban,LE3,Together,4,4,other,other,3,3,0,1,1,0,1,1,0,0,2,3,3,2,4,3,0.0,12.0,15.0,13.0,0.6102637207674698,0.6919887520240933,4.107696873449606,14.0,44.0,10.0,D,1
19,F,Urban,GT3,Together,1,3,other,other,2,0,1,1,0,0,1,1,1,0,2,5,5,2,1,1,0.0,13.0,10.0,17.0,0.5479049761354295,0.5789094970573269,4.87815483415273,10.0,36.0,14.0,B,1
16,M,Urban,GT3,Together,2,4,other,services,2,1,0,1,1,0,1,1,1,0,2,1,1,1,2,2,2.0,15.0,16.0,21.0,0.6303210058404108,0.6240753801544191,4.738403190990605,12.0,47.0,13.0,C,1
18,F,Urban,GT3,Together,3,3,other,teacher,1,1,0,0,1,1,1,1,0,0,1,2,4,2,2,2,2.0,10.0,12.0,12.0,0.5396577210114755,0.6958177251771653,3.316910727281907,7.0,24.0,11.0,D,1
21,F,Urban,LE3,Apart,2,3,services,other,3,0,0,1,1,0,1,1,1,0,2,1,2,2,3,2,1.0,14.0,14.0,19.0,0.6883215814089523,0.5774306982286282,4.360082022139044,15.0,32.0,18.0,A,1
15,M,Urban,GT3,Apart,3,2,at_home,other,2,0,0,0,0,1,0,1,1,0,2,5,4,5,2,2,4.0,16.0,15.0,19.0,0.7472353727465502,0.6941893736627065,7.257621288934617,11.0,29.0,18.0,A,1
21,F,Urban,LE3,Together,1,4,services,other,2,0,0,1,0,1,1,1,1,0,1,1,3,1,2,1,1.0,19.0,19.0,24.0,0.8994416623621897,0.9181650950467297,6.154110276592787,13.0,35.0,20.0,A,1
18,F,Urban,LE3,Together,2,3,teacher,health,2,0,0,1,0,0,1,1,1,0,1,4,1,2,3,3,1.0,12.0,11.0,13.0,0.4293691043273742,0.7030010942675684,7.441869945792649,9.0,21.0,15.0,B,1
20,F,Rural,LE3,Together,3,2,other,services,4,0,0,1,1,1,1,1,1,0,2,1,2,3,4,3,1.0,16.0,16.0,19.0,0.7210026428169873,0.6405538324530875,7.380938134678688,17.0,27.0,19.0,A,1
20,F,Rural,GT3,Apart,2,1,services,services,2,1,1,1,1,0,0,0,1,0,1,3,3,2,5,3,15.0,11.0,11.0,10.0,0.6501643976524019,0.6397853051832393,4.52676530674765,9.0,33.0,11.0,D,1
18,F,Urban,LE3,Together,4,3,at_home,other,4,1,0,0,1,1,0,1,1,0,4,5,5,2,3,3,2.0,17.0,16.0,15.0,0.7367658626216911,0.6773916732288069,9.143285719960184,13.0,29.0,20.0,A,1
17,M,Urban,GT3,Together,1,4,teacher,other,4,2,0,1,1,0,1,0,0,0,1,5,1,4,1,3,3.0,13.0,14.0,19.0,0.7022701123319487,0.7659219893190787,6.598188321517997,14.0,24.0,12.0,C,1
20,M,Rural,LE3,Together,3,4,other,other,2,3,1,0,0,0,1,1,1,1,3,1,5,1,4,4,2.0,8.0,11.0,11.0,0.5391571027832256,0.6277058511740394,4.603995191341129,13.0,28.0,10.0,D,1
